id,taxonomy_recordid,taxonomy_name,taxonomy_parent_name,taxonomy_grandparent_name,taxonomy_vocabulary,taxonomy_x_description,taxonomy_x_notes,taxonomy_services,taxonomy_parent_recordid,taxonomy_facet,category_id,taxonomy_id,flag
545,1105,"Safer Sex Education",,Health,,,,,,Service,LJ-8000.8000,LJ-8000.8000,
546,331,"Supportive Housing",,Housing,,,,,,"Organization/Facility Type",BH-8400,BH-8400,modified
547,1063,"Public Defender",,,,,,,,Service,FJ-6700.6500,FJ-6700.6500,
548,1291,"Foreclosure Filing Offices",,,,,,,,"Organization/Facility Type",FJ-1600.2000,FJ-1600.2000,
549,1293,"Braille Transcription",,,,,,,,Service,PH-3500.1000,PH-3500.1000,
550,1294,"Language Interpretation",,,,,,,,Service,PH-3500.4500,PH-3500.4500,
551,1295,"Language Translation",,,,,,,,Service,PH-3500.4550,PH-3500.4550,
552,977,"Sign Language Interpretation",,,,,,,,Service,PH-3500.8000,PH-3500.8000,
553,397,"Involuntary Psychiatric Intervention",,"Mental Health",,,,,,Service,RP-1500.3400,RP-1500.3400,
554,1320,"Certificates/Forms Assistance",,,,,,,,Service,FT-1020,FT-1020,
555,237,"General Obstetrics",,Health,,,,,,Service,LV-6000.2400,LV-6000.2400,
556,821,"Discounted Telephone Service",,,,,,,,Service,BV-8900.1700-850,BV-8900.1700-850,
557,801,"Financial Assessment Tools",,"Financial Trainings",,,,,,Service,DM-1980,DM-1980,modified
558,1057,"Traffic Bulletins/Information",,,,,,,,Service,JR-8000.8500,JR-8000.8500,
559,1058,"Road Closures Bulletins",,,,,,,,Service,TH-2100.7000,TH-2100.7000,
560,1059,"Post Disaster Transportation Information",,,,,,,,Service,TH-2600.1500-730,TH-2600.1500-730,
561,174,"Harbor Patrol",,,,,,,,"Organization/Facility Type",FL-2800,FL-2800,
562,558,"Story Hour",,,,,,,,Service,TJ-4500.1500-800,TJ-4500.1500-800,
563,315,"Early Literacy Development Programs",,,,,,,,Service,HH-4500.1800,HH-4500.1800,
564,206,"Youth Courts",,,,,,,,"Organization/Facility Type",FC-9500,FC-9500,
565,1338,"Youth Court Volunteer Opportunities",,,,,,,,Service,PX-1850.9500,PX-1850.9500,
566,1345,"ALS Clinics",,Health,,,,,,Service,LT-1750.0550,LT-1750.0550,
567,928,"Diabetes Screening",,"Diagnostic Centers",,,,,,Service,LF-4900.1700,LF-4900.1700,modified
568,74,"Clinical Cholesterol/Triglycerides Tests",,Health,,,,,,Service,LF-4900.1550-150,LF-4900.1550-150,
569,1251,"Gay/Lesbian/Bisexual/Transgender Community Centers",,"LGBTQ Services",,,,,,"Organization/Facility Type",TC-5500.2500,TC-5500.2500,modified
570,105,"Medical Appointments Transportation",,,,,,,,Service,BT-4500.6500-500,BT-4500.6500-500,
571,161,"Disaster Related Shelter Services",,,,,,,,Service,TH-2600.1580,TH-2600.1580,
572,535,"At Risk Youth Employment Programs",,,,,,,,Service,ND-6500.9800-050,ND-6500.9800-050,
573,134,"Human Rights Groups",,,,,,,,"Organization/Facility Type",TD-1600.3100,TD-1600.3100,
574,584,"Sleep Disorders Clinics",,Health,,,,,,Service,LT-1750.8100,LT-1750.8100,
575,1304,"RSVP Program",,,,,,,,"Named Programs",ND-9200.8000-700,ND-9200.8000-700,
576,646,"Crisis Intervention Hotlines/Helplines",,"Mental Health",,,,,,Service,RP-1500.1400,RP-1500.1400,
577,245,Contraception,,Health,,,,,,Service,LJ-2000.1000-150,LJ-2000.1000-150,
578,246,"Birth Control Counseling",,Health,,,,,,Service,LJ-2000.1000-100,LJ-2000.1000-100,
579,361,"HIV Post Exposure Prophylaxis Medication",,Health,,,,,,Service,LH-6700.6400-285,LH-6700.6400-285,
580,362,"HIV Pre-Exposure Prophylaxis Medication",,Health,,,,,,Service,LH-6700.6400-300,LH-6700.6400-300,
581,483,"Early Head Start",,,,,,,,"Named Programs",HD-1800.1800,HD-1800.1800,
582,718,"Work Clothing",,,,,,,,Service,BM-6500.1500-950,BM-6500.1500-950,
583,180,"Mental Health Screening",,"Diagnostic Centers",,,,,,Service,RP-5000.5000,RP-5000.5000,modified
584,1317,"Self Representation Assistance",,,,,,,,"Modality/Delivery Format",FP-8000,FP-8000,
585,1322,"Driver License Retention/Reinstatement Assistance",,,,,,,,Service,FT-9100.1800,FT-9100.1800,
586,1323,"Traffic School",,,,,,,,Service,JR-8200.8500-850,JR-8200.8500-850,
587,380,"Job Banks",,,,,,,,Service,ND-3500.3500-340,ND-3500.3500-340,
588,891,"Tax Information",,,,,,,,Service,DT-8700,DT-8700,
589,477,"Adult Day Health Programs",,,,,,,,Service,PH-0320.0400,PH-0320.0400,
590,482,"Adult Family Day Program Homes",,,,,,,,"Organization/Facility Type",PH-0320.0600,PH-0320.0600,
591,999,"Tax Appeals Filing Assistance",,,,,,,,Service,DT-8400.8400,DT-8400.8400,
592,1173,Conservation,,,,,,,,Service,JD-1500,JD-1500,
593,743,"Outdoor Environmental Education",,,,,,,,Service,PL-7400.6300,PL-7400.6300,
594,322,"In Home Assistance",,,,,,,,Service,PH-3300,PH-3300,
595,1286,"Family Law Courts",,,,,,,,"Organization/Facility Type",FC-8200.8100-200,FC-8200.8100-200,
596,1324,"Family Justice Centers",,"Family Law Matters",,,,,,"Organization/Facility Type",FT-3000.1900,FT-3000.1900,modified
597,236,"Multipurpose Centers",,,,,,,,"Organization/Facility Type",TC-5500,TC-5500,
598,1337,"Swimming Facilities",,,,,,,,"Organization/Facility Type",PL-6400.7000-840,PL-6400.7000-840,
599,534,"Peer Role Model Programs",,,,,,,,Service,PH-1400.5000-650,PH-1400.5000-650,
600,351,"Occasional Emergency Food Assistance",,,,,,,,Service,BD-1800.2000-620,BD-1800.2000-620,
601,1333,Bookmobiles,,,,,,,,Service,TJ-4500.1200,TJ-4500.1200,
602,1204,"Temporary Employment",,,,,,,,Service,ND-3600.0400-850,ND-3600.0400-850,
603,622,"Naturalization Support/Legal Services",,,,,,,,Service,FT-3600.6000,FT-3600.6000,
604,569,Mammograms,,Health,,,,,,Service,LF-4900.1500-500,LF-4900.1500-500,
605,86,"Comprehensive Outpatient Alcohol Use Disorder Treatment",,"Mental Health",,,,,,Service,RX-8450.1150-150,RX-8450.1150-150,
606,87,"Comprehensive Outpatient Drug Use Disorder Treatment",,"Mental Health",,,,,,Service,RX-8450.1150-180,RX-8450.1150-180,
607,453,"Discount Transit Passes",,,,,,,,Service,BT-8500.1000-180,BT-8500.1000-180,
608,43,"Sweat Equity Programs",,,,,,,,Service,BH-7000.8100-800,BH-7000.8100-800,
609,1354,"Emergency Transportation for Commuters",,,,,,,,Service,BT-4500.6500-250,BT-4500.6500-250,
610,705,"Occupational/Professional Associations",,,,,,,,"Organization/Facility Type",TN,TN,
611,736,"Affordable Care Act Insurance Information/Counseling",,Health,,,,,,Service,LH-3500.0200,LH-3500.0200,
612,782,"Emergency Shelter Clearinghouses",,,,,,,,"Organization/Facility Type",BH-1850,BH-1850,
613,1258,"Economic Self Sufficiency Programs",,,,,,,,Service,PH-2360.2000,PH-2360.2000,
614,1355,"Psychiatric Inpatient Units",,"Mental Health",,,,,,"Organization/Facility Type",RM-3300.6600,RM-3300.6600,
615,143,"Homeless Shelter",,,,,,,,Service,BH-1800.8500,BH-1800.8500,
616,913,"Plant/Tree Banks",,,,,,,,"Organization/Facility Type",JD-2000.6500,JD-2000.6500,
617,456,"Paratransit Programs",,,,,,,,Service,BT-4500.6500,BT-4500.6500,
618,358,"Senior Ride Programs",,,,,,,,Service,BT-4500.6500-800,BT-4500.6500-800,
619,757,Passports,,,,,,,,Service,DF-7000.6650,DF-7000.6650,
620,620,"Book/Magazine Donation Programs","Organizational/Community/International Services",,"Open211 Miami - AIRS",,,,T,Service,TI-1800.4500-100,TI-1800.4500-100,
621,321,"Issue Advocacy",,,,,,,,"Modality/Delivery Format",FP-0500.3500,FP-0500.3500,
622,173,"Municipal Police",,,,,,,,"Organization/Facility Type",FL-6500,FL-6500,
623,260,"Drug Crime Reporting",,,,,,,,Service,FN-1700.1800,FN-1700.1800,
624,518,"State Police",,,,,,,,"Organization/Facility Type",FL-8500,FL-8500,
625,681,"Adoption Information/Referrals",,,,,,,,Service,PH-0300.0400,PH-0300.0400,
626,1864,"Legal Representation",,,,,,,,,FP-4500,FP-4500,
627,550,"Local School Boards",,,,,,,,"Organization/Facility Type",HD-1200.4500,HD-1200.4500,
628,536,"Alternative Schools",,"Education and Training",,,,,,"Organization/Facility Type",HD-0500.5000-050,HD-0500.5000-050,modified
629,1044,"Donation Pickups",,,,,,,,Service,TI-2100,TI-2100,
630,196,"Homeless Shelter Volunteer Opportunities",,,,,,,,Service,PX-2300.3100,PX-2300.3100,
631,309,"Dropout Prevention",,"School Discipline",,,,,,Service,HH-1600.1600,HH-1600.1600,modified
632,1031,"Youth Violence Prevention",,,,,,,,Service,FN-1500.9700,FN-1500.9700,
633,1036,Yoga,,,,,,,,Service,PL-6600.9700,PL-6600.9700,
634,836,"Expectant/New Parent Assistance",,,,,,,,Service,PH-6100.1800,PH-6100.1800,
635,730,"Community Based Preschools",,,,,,,,"Organization/Facility Type",HD-1800.6500-150,HD-1800.6500-150,
636,1195,"Instructional Support Services",,,,,,,,Service,HL-3010,HL-3010,
637,261,"Adult Residential Care Homes",,,,,,,,"Organization/Facility Type",BH-8400.6000-040,BH-8400.6000-040,
638,1061,"Federal Correctional Facilities",,,,,,,,"Organization/Facility Type",FF-1500.2000,FF-1500.2000,
639,406,"Cesarean Birthing Classes",,Health,,,,,,Service,LJ-5000.1500-150,LJ-5000.1500-150,
640,696,"Drug/Alcohol Use Self Evaluation Tools",,"Mental Health",,,,,,Service,RX-0400.1855,RX-0400.1855,
641,69,"Drug/Alcohol Testing",,"Mental Health",,,,,,Service,RX-0400.1850,RX-0400.1850,
642,4,"Individual and Family Life",,,,,,,,Service,P,P,
643,195,"Holiday Gifts/Toys",,,,,,,,Service,PH-2950.3200,PH-2950.3200,
644,209,"Social Security Fraud Reporting",,,,,,,,"Named Programs",FN-1700.7800,FN-1700.7800,
645,211,"Social Security Burial Benefits",,,,,,,,"Named Programs",NS-1000.8000,NS-1000.8000,
646,213,"Social Security Retirement Benefits",,,,,,,,"Named Programs",NS-7000.8000,NS-7000.8000,
647,214,"Social Security Survivors Insurance",,,,,,,,"Named Programs",NS-8200.8000,NS-8200.8000,
648,212,"Social Security Disability Insurance",,,,,,,,"Named Programs",NS-1800.8000,NS-1800.8000,
649,754,"Pension Benefits Regulation",,,,,,,,Service,DF-8000.4500-650,DF-8000.4500-650,
650,755,"Employment Related Advocacy Groups",,,,,,,,"Organization/Facility Type",TD-1600.1790,TD-1600.1790,
651,340,"Head Start Sites",,Headstart,,,,,,"Named Programs",HD-1800.3000-350,HD-1800.3000-350,modified
652,952,"Developmental Screening",,"Diagnostic Centers",,,,,,Service,LF-7000.1730,LF-7000.1730,modified
653,279,"Medication Assisted Maintenance Treatment for Opioid Use Disorders",,"Mental Health",,,,,,Service,RX-8450.5000,RX-8450.5000,
654,845,"Fire Stations",,,,,,,,"Organization/Facility Type",JR-1950,JR-1950,
655,902,"Travel Immunizations",,Health,,,,,,Service,LT-3400.8500,LT-3400.8500,
656,1377,"Internet Crime Reporting",,,,,,,,Service,FN-1700.3500,FN-1700.3500,
657,1378,"Bullying Helplines",,"Mental Health",,,,,,Service,RP-1500.1400-100,RP-1500.1400-100,
658,1373,"Land Banks/Trusts",,,,,,,,"Organization/Facility Type",JD-1500.4500-450,JD-1500.4500-450,
659,678,"Alcohol Use Disorder Day Treatment",,"Mental Health",,,,,,Service,RX-8450.8100-050,RX-8450.8100-050,
660,679,"Drug Use Disorder Day Treatment",,"Mental Health",,,,,,Service,RX-8450.8100-180,RX-8450.8100-180,
661,1015,"Inpatient Medically Assisted Alcohol Detoxification",,"Mental Health",,,,,,Service,RX-1700.0500-330,RX-1700.0500-330,
662,662,Wigs,"Health Care",Health,"Open211 Miami - AIRS",,,,L,Service,LH-0600.6500-950,LH-0600.6500-950,
663,1056,"Advance Medical Directives",,,,,,,,Service,FT-2700.0500,FT-2700.0500,
664,620,"General Health Insurance Information/Counseling",,Health,,,,,,Service,LH-3500.2500,LH-3500.2500,
665,1033,"Patient to Patient Networking",,,,,,,,Service,PH-1400.6500-700,PH-1400.6500-700,
666,1034,"Pharmacology Research",,,,,,,,Service,TR-1000.6000,TR-1000.6000,
667,667,"Holiday Donations","Individual and Family Life",,"Open211 Miami - AIRS",,,,P,Service,PH-2950.3050,PH-2950.3050,
668,497,"Immigrant Mutual Assistance Associations",,,,,,,,"Organization/Facility Type",PH-1450.3300,PH-1450.3300,
669,1131,"Community Celebrations/Festivals",,,,,,,,Service,PL-7700.1300,PL-7700.1300,
670,1132,"Arts Festivals",,"Arts and Culture",,,,,,Service,TA-0500,TA-0500,modified
671,1133,"Ethnic/Cultural Festivals",,,,,,,,Service,TA-1550.2000,TA-1550.2000,
672,1134,Playhouses,,,,,,,,"Organization/Facility Type",TA-6800.6300,TA-6800.6300,
673,904,"Social Clubs/Events",,,,,,,,"Organization/Facility Type",PS-8000,PS-8000,
674,344,"Abortion Expense Assistance",,Health,,,,,,Service,LJ-2000.0100-020,LJ-2000.0100-020,
675,244,"Abortion Referrals",,Health,,,,,,Service,LJ-2000.0100-030,LJ-2000.0100-030,
676,345,"Pro-Choice Pregnancy Counseling",,Health,,,,,,Service,LJ-2000.6500-650,LJ-2000.6500-650,
677,139,"Scouting Programs",,,,,,,,Service,PS-9800.8500,PS-9800.8500,
678,335,"First Time Homebuyer Tax Credit Information",,,,,,,,Service,DT-8700.2000-270,DT-8700.2000-270,
679,257,"Missing Persons Location Assistance",,,,,,,,Service,FN-5000,FN-5000,
680,188,"Employee Assistance Programs",,,,,,,,Service,PH-2000,PH-2000,
681,332,"Supervised Living for Older Youth",,"Foster Parents",,,,,,Service,PH-6300.8000,PH-6300.8000,modified
682,906,"Guardians ad Litem",,,,,,,,Service,FJ-2600,FJ-2600,
683,863,"Gambling Addiction Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.0500-250,PN-8100.0500-250,
684,945,"Relapse Prevention Programs",,"Mental Health",,,,,,Service,RX-8470.6900,RX-8470.6900,
685,774,"Environmental Beautification",,,,,,,,Service,JD-2000,JD-2000,
686,775,"Environmental Improvement Groups",,,,,,,,"Organization/Facility Type",TD-1600.1800,TD-1600.1800,
687,457,"Animal Regulation",,,,,,,,Service,PD-0700,PD-0700,
688,459,"Animal Lost and Found",,,,,,,,Service,PD-7600.0300,PD-7600.0300,
689,462,"Cruelty to Animals Investigation",,,,,,,,Service,PD-7600.1500,PD-7600.1500,
690,463,"Humane Animal Traps",,,,,,,,Service,PD-7600.3100,PD-7600.3100,
691,465,"Rabies Vaccinations",,,,,,,,Service,PD-9000.7000,PD-9000.7000,
692,466,"Animal Euthanasia Services",,,,,,,,Service,PD-9000.0130,PD-9000.0130,
693,467,"Pet Tracking Microchips",,,,,,,,Service,PD-9000.6650,PD-9000.6650,
694,468,"Animal Surrender Services",,,,,,,,Service,PD-7600.0700,PD-7600.0700,
695,469,"Well Animal Checkups",,,,,,,,Service,PD-9000.9700,PD-9000.9700,
696,452,"Transit Customer Service Centers",,,,,,,,"Organization/Facility Type",BT-8400.8500,BT-8400.8500,
697,1128,"Shoe Donation Programs",,,,,,,,Service,TI-1800.1500-800,TI-1800.1500-800,
698,47,"Psychiatric Day Treatment",,"Mental Health",,,,,,Service,RP-6400.8000-620,RP-6400.8000-620,
699,1348,"In Home Assistance Registries",,,,,,,,Service,PH-2400.3300,PH-2400.3300,
700,1368,"Geriatric Occupational Therapy",,Health,,,,,,Service,LR-6200.2500,LR-6200.2500,
701,1391,Chess,,,,,,,,Service,PL-7000.4350-180,PL-7000.4350-180,
702,390,"Psychological Testing",,"Mental Health",,,,,,Service,RP-5000.6500,RP-5000.6500,
703,116,"Psychological Assessment",,"Mental Health",,,,,,Service,RP-5000.6400,RP-5000.6400,
704,262,"General Legal Aid",,,,,,,,Service,FT-3200,FT-3200,
705,777,"Divorce Assistance",,,,,,,,Service,FT-3000.1700,FT-3000.1700,
706,1027,"Welfare Rights Assistance",,,,,,,,Service,FT-1000.9500,FT-1000.9500,
707,638,"Organ and Tissue Banks",,Health,,,,,,"Organization/Facility Type",LH-0500.6300,LH-0500.6300,
708,834,"Corneal Transplants",,Health,,,,,,Service,LT-6200.1500,LT-6200.1500,
709,835,"Glasses Donation Programs",,,,,,,,Service,TI-1800.5000-250,TI-1800.5000-250,
710,1162,"Arts and Culture Volunteer Opportunities",,"Arts and Culture",,,,,,Service,PX-0700,PX-0700,modified
711,1163,"Arts Centers",,"Arts and Culture",,,,,,"Organization/Facility Type",TA-0480,TA-0480,modified
712,1164,"Art Galleries/Exhibits",,,,,,,,"Organization/Facility Type",TA-9000.0300,TA-9000.0300,
713,1393,"Public Preschools",,,,,,,,"Organization/Facility Type",HD-1800.6500-700,HD-1800.6500-700,
714,600,"Vocational Centers",,,,,,,,"Organization/Facility Type",HH-9000.8750,HH-9000.8750,
715,1234,"Academic Counseling",,,,,,,,Service,HL-2500.0500,HL-2500.0500,
716,1235,"Higher Education Bridge Programs",,,,,,,,Service,HL-2500.3000,HL-2500.3000,
717,998,"Street Outreach Programs",,,,,,,,Service,PH-8000,PH-8000,
718,1144,"Wraparound Facilitation/Community Support",,,,,,,,Service,PH-2360.9500,PH-2360.9500,
719,1145,Telemedicine,,Health,,,,,,Service,LV-8500,LV-8500,
720,289,"Semi-Independent Living Residences for Adults With Disabilities",,,,,,,,"Organization/Facility Type",BH-8400.6000-800,BH-8400.6000-800,
721,887,"Central Intake/Assessment for Alcohol Use Disorder",,"Mental Health",,,,,,Service,RX-0400.1500-150,RX-0400.1500-150,
722,888,"Central Intake/Assessment for Drug Use Disorders",,"Mental Health",,,,,,Service,RX-0400.1500-180,RX-0400.1500-180,
723,398,"Children's Psychiatric Inpatient Units",,"Mental Health",,,,,,"Organization/Facility Type",RM-3300.6600-150,RM-3300.6600-150,
724,473,"Geriatric Psychiatric Inpatient Units",,"Mental Health",,,,,,"Organization/Facility Type",RM-3300.6600-250,RM-3300.6600-250,
725,1135,"Forensic Mental Health Evaluation",,"Mental Health",,,,,,Service,RP-5000.2000,RP-5000.2000,
726,1136,"Forensic Psychiatry",,"Mental Health",,,,,,Service,RP-6400.2000,RP-6400.2000,
727,727,"Relocation Assistance","Basic Needs",,"Open211 Miami - AIRS",,,,B,Service,BH-3900.7000,BH-3900.7000,
728,1275,"Public Special Schools",,,,,,,,"Organization/Facility Type",HH-8000.6500,HH-8000.6500,
729,447,Wrestling,,,,,,,,Service,PL-7000.9600,PL-7000.9600,
730,1037,Judo,,,,,,,,Service,PL-7000.5800-350,PL-7000.5800-350,
731,1038,Kickboxing,,,,,,,,Service,PL-7000.5800-460,PL-7000.5800-460,
732,957,"Foreign Language Newspapers",,,,,,,,Service,TJ-5500.6000-200,TJ-5500.6000-200,
733,958,"Local/Regional Newspapers",,,,,,,,Service,TJ-5500.6000-400,TJ-5500.6000-400,
734,675,"Consulates/Foreign Government Representatives",,,,,,,,"Organization/Facility Type",BT-8750.1400,BT-8750.1400,
735,391,"Child and Adolescent Psychiatry",,"Mental Health",,,,,,Service,RP-6400.1500,RP-6400.1500,
736,282,Electroencephalography,,Health,,,,,,Service,LF-8000.5200,LF-8000.5200,
737,274,"Occupational Therapy",,Health,,,,,,Service,LR-6200,LR-6200,
738,432,"Pediatric Feeding Disorders Programs",,Health,,,,,,Service,LT-1750.6350,LT-1750.6350,
739,433,"Aquatic Therapy",,Health,,,,,,Service,LR-8400.0400,LR-8400.0400,
740,434,"Pediatric Rehabilitation",,Health,,,,,,Service,LV-6800.6970,LV-6800.6970,
741,435,"Applied Behavioral Analysis",,Health,,,,,,Service,LR-0450.0500,LR-0450.0500,
742,437,"Pediatric Endocrinology",,Health,,,,,,Service,LV-6800.6600,LV-6800.6600,
743,438,"Pediatric Allergy Specialty",,Health,,,,,,Service,LV-6800.6500,LV-6800.6500,
744,439,"Pediatric Immunology",,Health,,,,,,Service,LV-6800.6750,LV-6800.6750,
745,440,"Pediatric Orthopedics",,Health,,,,,,Service,LV-6800.6880,LV-6800.6880,
746,441,"Pediatric Rheumatology",,Health,,,,,,Service,LV-6800.7000,LV-6800.7000,
747,454,"Free Transit Passes",,,,,,,,Service,BT-8500.1000-200,BT-8500.1000-200,
748,760,"Social Security Disability Insurance Applications",,,,,,,,"Named Programs",NS-1800.8000-820,NS-1800.8000-820,
749,761,"State Disability Insurance Applications",,,,,,,,"Named Programs",NS-1800.8100-820,NS-1800.8100-820,
750,507,"General Consumer Complaints",,,,,,,,Service,DD-1500.4050,DD-1500.4050,
751,58,"Neighborhood Improvement Groups",,,,,,,,"Organization/Facility Type",TD-1600.6000,TD-1600.6000,
752,1097,"Veteran Employment Programs",,,,,,,,Service,ND-6500.9200,ND-6500.9200,
753,117,"General Psychiatry",,"Mental Health",,,,,,Service,RP-6400.2500,RP-6400.2500,
754,607,"Cheerleading Programs",,,,,,,,Service,PL-7000.2700,PL-7000.2700,
755,605,Basketball,,,,,,,,Service,PL-7000.8900-100,PL-7000.8900-100,
756,1032,"Supportive Substance Use Disorder Services",,"Mental Health",,,,,,Service,RX-8470,RX-8470,
757,606,"Track and Field",,,,,,,,Service,PL-7000.9200,PL-7000.9200,
758,445,Baseball,,,,,,,,Service,PL-7000.8900-080,PL-7000.8900-080,
759,443,Football,,,,,,,,Service,PL-7000.8900-200,PL-7000.8900-200,
760,444,Soccer,,,,,,,,Service,PL-7000.8900-800,PL-7000.8900-800,
761,130,"Suicide Prevention Programs",,"Mental Health",,,,,,Service,RR-5150.5000-800,RR-5150.5000-800,
762,133,"Parenting Materials",,"Parenting Skills (Education)",,,,,,Service,PH-6100.6700,PH-6100.6700,modified
763,581,"Depression Screening",,"Diagnostic Centers",,,,,,Service,RP-5000.5000-180,RP-5000.5000-180,modified
764,1022,"Parenting Helplines",,"Parenting Skills (Education)",,,,,,Service,PH-6100.6600,PH-6100.6600,modified
765,1404,"Private Health Insurance",,Health,,,,,,Service,LH-3000.6650,LH-3000.6650,
766,326,"Skilled Nursing Facilities",,Health,,,,,,"Organization/Facility Type",LL-6000.8000,LL-6000.8000,
767,327,"Geriatric Home Nursing",,Health,,,,,,Service,LT-2800.3100-250,LT-2800.3100-250,
768,395,"Medication Consultation Programs",,Health,,,,,,Service,LH-2700.5000-450,LH-2700.5000-450,
769,1434,"Music Therapy",,"Mental Health",,,,,,Service,RP-8000.5000,RP-8000.5000,
770,570,"Sports Participation Physical Examinations",,Health,,,,,,Service,LF-7100.8000,LF-7100.8000,
771,64,"School Readiness Programs",,,,,,,,Service,HD-1800.8000,HD-1800.8000,
772,1225,"Post Disaster Food Services",,,,,,,,Service,TH-2600.6450,TH-2600.6450,
773,1405,"Medical Social Work",,Health,,,,,,Service,LH-6300.5500,LH-6300.5500,
774,841,"Self Esteem Workshops",,,,,,,,Service,PH-6200.7800,PH-6200.7800,
775,1146,"Sexual Abstinence Education Programs",,Health,,,,,,Service,LJ-8000.8250,LJ-8000.8250,
776,242,"Relationship Workshops",,,,,,,,Service,PH-6200.7000,PH-6200.7000,
777,191,"Dental Hygiene",,Health,,,,,,Service,LV-1600.1700,LV-1600.1700,
778,1406,"Family Camps",,,,,,,,Service,PL-6400.1500-200,PL-6400.1500-200,
779,868,"Caregiver Training",,,,,,,,Service,PH-0800,PH-0800,
780,780,"Section 8/Rental Assistance Program Rental Listings","Basic Needs",,"Open211 Miami - AIRS",,,,B,"Named Programs",BH-3900.3050-750,BH-3900.3050-750,
781,1476,"Section 8 Housing Choice Vouchers",,Housing,,,,,,"Named Programs",BH-7000.4600-700,BH-7000.4600-700,modified
782,228,"VITA Program Sites",,,,,,,,"Named Programs",DT-8800.9300-930,DT-8800.9300-930,
783,334,"Credit Counseling",,"Financial Trainings",,,,,,Service,DM-1500.1500,DM-1500.1500,modified
784,412,"Geriatric Psychiatry",,"Mental Health",,,,,,Service,RP-6400.2700,RP-6400.2700,
785,848,"Cell Phone Donation Programs",,,,,,,,Service,TI-1800.5200-100,TI-1800.5200-100,
786,1140,"Art Therapy",,"Mental Health",,,,,,Service,RP-8000.0500,RP-8000.0500,
787,1081,"Barbershop Singing Groups",,,,,,,,"Organization/Facility Type",PS-8200.5000-120,PS-8200.5000-120,
788,724,"Infant/Child CPR Instruction",,Health,,,,,,Service,LH-2700.2000-330,LH-2700.2000-330,
789,728,"Adoption Evaluation/Placement",,,,,,,,Service,PH-0300.0350,PH-0300.0350,
790,1427,"Parental Visitation Monitoring",,,,,,,,Service,PH-6000.6500,PH-6000.6500,
791,1428,"Adoptive Home Studies",,,,,,,,Service,PH-0300.0500,PH-0300.0500,
792,305,"Peer Counseling",,"Mental Health",,,,,,"Modality/Delivery Format",RF-6500,RF-6500,
793,306,"Mental Health Related Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.5000,PN-8100.5000,
794,1482,"Business Disaster Loans",,,,,,,,Service,TH-2900.1750-100,TH-2900.1750-100,
795,1398,"Special Olympics",,,,,,,,"Named Programs",PL-8000.5500-850,PL-8000.5500-850,
796,796,Colleges/Universities,Education,,"Open211 Miami - AIRS",,,,H,"Organization/Facility Type",HD-6000.1300,HD-6000.1300,
797,820,"Cell Phones",,,,,,,,Service,BM-5050.1500,BM-5050.1500,
798,163,"Technical/Trade Schools",,"Education and Training",,,,,,"Organization/Facility Type",HD-6000.9000,HD-6000.9000,modified
799,784,"Undesignated Temporary Financial Assistance",,"Emergency Assistance (Utility/Financial Assistance)",,,,,,Service,NT-8900,NT-8900,modified
800,610,Archives,,,,,,,,Service,TJ-4500.8300-050,TJ-4500.8300-050,
801,476,"Housekeeping Assistance",,,,,,,,Service,PH-3300.3100,PH-3300.3100,
802,370,"Accessibility Information",,,,,,,,Service,TJ-0500,TJ-0500,
803,168,"Personal Care",,,,,,,,Service,PH-3300.6500,PH-3300.6500,
804,478,"Registered Home Nursing",,Health,,,,,,Service,LT-2800.3100-700,LT-2800.3100-700,
805,479,"Massage Therapy",,Health,,,,,,Service,LT-0500.5200,LT-0500.5200,
806,238,Abortions,,Health,,,,,,Service,LJ-2000.0100-050,LJ-2000.0100-050,
807,239,"Pregnancy Counseling",,Health,,,,,,Service,LJ-2000.6500,LJ-2000.6500,
808,110,"Blood Tests",,Health,,,,,,Service,LF-5280.1500,LF-5280.1500,
809,1147,"Tuition Assistance",,,,,,,,Service,HL-8000.8500,HL-8000.8500,
810,1429,"Language Therapy",,Health,,,,,,Service,LR-8000.8000-450,LR-8000.8000-450,
811,1483,"Personal Disaster Loans",,,,,,,,Service,TH-2900.1750-650,TH-2900.1750-650,
812,1361,"Pet Care Supplies",,,,,,,,Service,PD-6250.6400,PD-6250.6400,
813,1362,"Pet Food",,,,,,,,Service,PD-6250.6600,PD-6250.6600,
814,1363,"Sick Animal Care",,,,,,,,Service,PD-9000.8000,PD-9000.8000,
815,1364,"Veterinary Referral Services",,,,,,,,Service,PD-9000.9500,PD-9000.9500,
816,796,Tennis,,,,,,,,Service,PL-7000.9000,PL-7000.9000,
817,1237,"Early Identification Programs",,,,,,,,Service,HH-8000.1500,HH-8000.1500,
818,247,"Emergency Contraception",,Health,,,,,,Service,LJ-2000.1000-200,LJ-2000.1000-200,
819,192,"Confidential HIV Testing",,Health,,,,,,Service,LF-4900.2400-150,LF-4900.2400-150,
820,1175,"Residential Treatment Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RM-7000,RM-7000,
821,416,"Alcohol Detoxification",,"Mental Health",,,,,,Service,RX-1700.0500,RX-1700.0500,
822,417,"Drug Detoxification",,"Mental Health",,,,,,Service,RX-1700.1700,RX-1700.1700,
