id,name,taxonomy_facet,parent_id,parent_name,vocabulary
PX,Volunteer Opportunities,Service,,,
HL-8120.7980,Student Disability Services,Service,,,
BH-1800.8500,Homeless Shelter,Service,,,
TB-7000.6000,Neighborhood Revitalization,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PH-0320.0200,Adult Day Program Centers,Organization/Facility Type,,,
LR-1700,Early Intervention for Children With Disabilities/Delays,Service,,,
TQ-1500,Community Involvement Programs,Service,,,
RP-1400.8000,Specialized Counseling Services,Service,,,
BD-1875.2000,Food Banks/Food Distribution Warehouses,Organization/Facility Type,,,
LH-2700.1700,Disease/Disability Information,Service,,,
TJ-3000,Information and Referral,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
RP-5000.5000,Mental Health Screening,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-6200.8400,Stress Management,Service,,,
FN-1500.3600,Juvenile Delinquency Prevention,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
LJ-2000.6500-650,Pro-Choice Pregnancy Counseling,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LR-0450,Autism Therapy,Service,,,
LR-0450,Autism Therapy,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
PL-7000,Recreational Activities/Sports,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
BT-8500.1000-200,Free Transit Passes,Service,,,
LR-6400,Orientation and Mobility Training,Service,,,
FT-4950,Long Term Care Ombudsman Programs,Service,,,
DD-1500.4150-450,Local Government Complaints/Ombudsman Offices,Organization/Facility Type,,,
LJ-2000.6500-700,Pro-Life Pregnancy Counseling,Service,,,
DD-1500.4150-450,Local Government Complaints/Ombudsman Offices,Organization/Facility Type,,,
FT-4950,Long Term Care Ombudsman Programs,Service,,,
PX-1850.4000-030,Advocacy/Ombudsman Volunteer Opportunities,Service,,,
PX-1850.4000-030,Advocacy/Ombudsman Volunteer Opportunities,Service,,,
TI-1800.1500-250,General Clothing Donation Programs,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
DM-1800.1000,Bankruptcy Assistance,Service,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
LH-3000.0200,Affordable Care Act Qualified Health Plans,Service,,,
RM-6500.1500,Community Mental Health Agencies,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
LH-3000.3050,Health Insurance Marketplaces,Organization/Facility Type,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
BH-1800.1500-330,Immigrant/Refugee Shelters,Organization/Facility Type,,,
PH-1450.7000,Refugee Resettlement Services,Service,,,
ND-2000.3500,Job Training Formats,Modality/Delivery Format,,,
TH-2600.1550,Disaster Related Clothing/Emergency Supplies,Service,,,
TH-2600.6450-195,Disaster Related Drinking Water,Service,,,
LH-3500.0200-140,Certified Application Counselor Programs,Service,,,
BM-6500.1500-150,Diapers,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
LH-6700.6400-300,HIV Pre-Exposure Prophylaxis Medication,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
LH-3000.0200,Affordable Care Act Qualified Health Plans,Service,,,
LH-3500.0200-140,Certified Application Counselor Programs,Service,,,
LH-3500.0200-330,In Person Assister Programs,Service,,,
BT-8300,Transportation Expense Assistance,Service,,,
DD-1500.4280-600,Nursing Facility Complaints,Service,,,
DM-1800.1700,Debt Consolidation Services,Service,,,
PX,Volunteer Opportunities,Service,,,
BH-3800,Housing Expense Assistance,Service,,,
BV-8900.9300,Utility Service Payment Assistance,Service,,,
PL-6400.7000-250,Gymnasiums,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
PH-1000,Case/Care Management,Service,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
LF-4900.1700,Diabetes Screening,Service,,,
LR-1570.8500,Stroke Rehabilitation,Service,,,
BH-3900.3050-180,Elderly/Disabled Home Rental Listings,Service,,,
RP-1400.8000-650,Parent Counseling,Service,,,
PW-9000,Volunteer Recruitment/Placement,Service,,,
TD-1200,Charities/Grantmaking Organizations,Organization/Facility Type,,,
TD-1600.1770,Education Advocacy Groups,Organization/Facility Type,,,
TD-1600.3100-950,Women's Advocacy Groups,Organization/Facility Type,,,
HL-8700,Tutoring Services,Service,,,
PH-1400.5000-100,Adult/Child Mentoring Programs,Service,,,
PH-2360.2300,Family Group Conferencing,Service,,,
RD-1000.1000,Behavior Modification,Service,,,
RX-8450.7900,Smoking Cessation,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
RX-8250.8000,Tobacco Use Education/Prevention,Service,,,
RX-8250.1700,Drug Use Disorder Education/Prevention,Service,,,
RX-8250.0500,Alcohol Use Disorder Education/Prevention,Service,,,
RM-3300,Inpatient Mental Health Facilities,Organization/Facility Type,,,
LV-3300.5000,Medical Oncology,Service,,,
LD-3300,Intensive Care,Service,,,
LV-1800,Dermatology,Service,,,
LV-3300.2800,Gastroenterology,Service,,,
LV-6400,Otolaryngology,Service,,,
LV-3300.1500,Cardiovascular Medicine,Service,,,
LV-7500,Radiology,Service,,,
LT-3500,Intravenous Medication,Service,,,
LV-3300.6000,Nephrology,Service,,,
LJ-5000.1700-320,Hospital Delivery,Service,,,
LV-6700,Pathology and Laboratory Medicine,Service,,,
LT-1750.9550,Wound Clinics,Service,,,
LV-8300.9000,Urology,Service,,,
LV-8300,Surgery,Service,,,
LV-3300,Internal Medicine,Service,,,
LH-6600,Pharmacies,Organization/Facility Type,,,
LV-6800,Pediatrics,Service,,,
LH-0600.6500-650,Orthopedic/Orthotic Devices,Service,,,
LV-5500,Neurology,Service,,,
RX-1700.1700,Drug Detoxification,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LV-6800,Pediatrics,Service,,,
LT-1750.9550,Wound Clinics,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LH-2700.2500,General Health Education Programs,Service,,,
LF-5280.1500,Blood Tests,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LV-2400.6350,Optometry,Service,,,
LR-8000.0500-030,Audiological Evaluations,Service,,,
LH-6700.6300,Prescription Drug Patient Assistance Programs,Service,,,
LT-3400.0100,Adolescent/Adult Immunizations,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LV-1600.1300-150,Dental Sealants,Service,,,
LV-1600.1750-170,Dentures,Service,,,
LV-1600.1500,Cosmetic Dentistry,Service,,,
LV-1600.2400,General Dentistry,Service,,,
LV-1600.6400,Pediatric Dentistry,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
PH-6200.4550,Life Coaching,Service,,,
PH-6200.8400,Stress Management,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
LF-7000.1730,Developmental Screening,Service,,,
TP-6500.1800-700,Program Evaluation,Service,,,
NL-1000.8500,TANF,Named Programs,,,
BH-8400.6000-840,Supported Living Services for Adults With Disabilities,Service,,,
NL-6000.2000,Food Stamps/SNAP,Named Programs,,,
LR-3200,Independent Living Skills Instruction,Service,,,
ND-6500.8120,Supported Employment,Service,,,
PH-3300.6500,Personal Care,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
PH-6200.8300,Social Skills Training,Service,,,
NS-8000,Social Health Insurance,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
PH-0320.0200,Adult Day Program Centers,Organization/Facility Type,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
RM-7000.1500,Children's/Adolescent Residential Treatment Facilities,Organization/Facility Type,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
BH-8400.6000-840,Supported Living Services for Adults With Disabilities,Service,,,
TC-1700,Drop In Centers,Organization/Facility Type,,,
PL-6400.1500-820,Summer Camps,Service,,,
TR-1000.5000,Medical and Health Sciences Research,Service,,,
PH-1000,Case/Care Management,Service,,,
PH-2360.9500,Wraparound Facilitation/Community Support,Service,,,
PH-1000,Case/Care Management,Service,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
HL-3010,Instructional Support Services,Service,,,
LF-7000.1730,Developmental Screening,Service,,,
TP-6500.1800-700,Program Evaluation,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
HD-1800.8000,School Readiness Programs,Service,,,
HL-3010,Instructional Support Services,Service,,,
LF-7000.1730,Developmental Screening,Service,,,
TP-6500.1800-700,Program Evaluation,Service,,,
FT-4800,Lawyer Referral Services,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
RM-6500.6500,Private Therapy Practices,Organization/Facility Type,,,
LF-4900.2400,HIV Testing,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
DD-1500.8700,Swimming Pool Complaints,Service,,,
JD-6500.9500,Water Quality Assurance,Service,,,
JR-8000.6400-100,Beach Closures/Water Contact Advisories,Service,,,
DD-1500.8850,Tanning Facility Complaints,Service,,,
DD-1500.5900,Mobile Home Complaints,Service,,,
JP-6500.2000,Environmental Hazards Reporting,Service,,,
RP-6400.8000-660,Psychiatric Rehabilitation,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
RX-1700.0500,Alcohol Detoxification,Service,,,
RX-1700.1700,Drug Detoxification,Service,,,
BM-6500.1500-100,Baby Clothing,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
FN-1500.1900-800,Spouse/Intimate Partner Abuse Prevention,Service,,,
FN-1500.9100-180,Domestic Violence Intervention Programs,Service,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
LF-7000.1700,Developmental Assessment,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
LF-4900.2145,Hearing Aid Evaluations,Service,,,
LR-8000.0500-030,Audiological Evaluations,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-2400.1900,Foster Home Placement,Service,,,
PH-2400.2000,Foster Parent/Family Recruitment,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
PH-1000,Case/Care Management,Service,,,
PH-2400.1300,Case/Care Management Referrals,Organization/Facility Type,,,
TQ-1500,Community Involvement Programs,Service,,,
TQ-1500,Community Involvement Programs,Service,,,
LH-3000.0200,Affordable Care Act Qualified Health Plans,Service,,,
LH-3000.3050,Health Insurance Marketplaces,Organization/Facility Type,,,
LH-3500.0200-200,Federal Health Insurance Marketplace Call Center/Website,Service,,,
PL-7000.8800,Swimming/Swimming Lessons,Service,,,
PB-0900,Burial/Cremation Expense Assistance,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
PH-0320.0200,Adult Day Program Centers,Organization/Facility Type,,,
PH-6200.4600,Life Skills Education,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
RM-6500.5000,Mental Health Drop In Centers,Organization/Facility Type,,,
BM-6500.1500-150,Diapers,Service,,,
FT-6100,Notary Public Services,Service,,,
RP-1400.8000-100,Bereavement Counseling,Service,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
FT-6100,Notary Public Services,Service,,,
RD-6200,Pastoral Counseling,Programs that specialize in providing therapeutic interventions ,,,
LH-2700,Health Education,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
RX-8450.7000-700,Residential Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.7000-750,Residential Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
FN-1500.8100,Self Defense Training,Service,,,
PL-7000.5800,Martial Arts,Service,,,
PL-7000.8800,Swimming/Swimming Lessons,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
BM-6500.1500-150,Diapers,Service,,,
BH-8500.8000,Senior Housing Information and Referral,Service,,,
RX-8450.7000-700,Residential Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.7000-750,Residential Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
LV-6800.6880,Pediatric Orthopedics,Service,,,
ND-6500.1500,Comprehensive Disability Related Employment Programs,Service,,,
ND-2000.9000,Vocational Assessment,Service,,,
ND-6500.1500,Comprehensive Disability Related Employment Programs,Service,,,
HH-0500.0500,Adult Basic Education,Service,,,
ND-2000.1500-160,Career Counseling,Service,,,
ND-2000.3500-150,Classroom Training,Modality/Delivery Format,,,
LF-7000.1700,Developmental Assessment,Service,,,
LR-0450.0550,Auditory Integration Training,Service,,,
LR-6200.8000,Sensory Integration Therapy,Service,,,
LR-8000.0500-050.10,Auditory/Verbal Training,Service,,,
RD-1500,Cognitive Behavioral Therapy,Service,,,
LV-1600.2400,General Dentistry,Service,,,
LH-6600,Pharmacies,Organization/Facility Type,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
RX-8450.8000-180,Drug Use Disorder Counseling,Service,,,
BH-3900.3100,Housing Search Assistance,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RP-8000.6600,Play Therapy,Service,,,
FT-3600.1500,Comprehensive Immigration/Naturalization Services,Service,,,
LF-7000.1700,Developmental Assessment,Service,,,
PH-0300.0350,Adoption Evaluation/Placement,Service,,,
RP-1400.8000-070,Anger Management,Service,,,
RP-5000.5000-050,Anxiety Disorders Screening,Service,,,
ND-2000.1500-160,Career Counseling,Service,,,
RP-5000.6400,Psychological Assessment,Service,,,
RP-1400.8000-020.18,Child Sexual Abuse Counseling,Service,,,
RP-1400.8000-800,Sexual Assault Counseling,Service,,,
LT-9500.9550-100,Clinical Weight Loss Programs,Service,,,
FF-3300.3400,Inmate Social Service Programs,Service,,,
TD-1600.1530-140,Criminal Offender Rights Groups,Organization/Facility Type,,,
LH-5000,Medical Equipment/Supplies,Service,,,
LH-5000,Medical Equipment/Supplies,Service,,,
LH-5000,Medical Equipment/Supplies,Service,,,
FT-4800,Lawyer Referral Services,Service,,,
FT-4800,Lawyer Referral Services,Service,,,
FT-4800,Lawyer Referral Services,Service,,,
HL-2500.1800,Educational Therapy,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
RX-8250.0500,Alcohol Use Disorder Education/Prevention,Service,,,
RX-8250.1700,Drug Use Disorder Education/Prevention,Service,,,
RX-8250.0500,Alcohol Use Disorder Education/Prevention,Service,,,
RX-8250.1700,Drug Use Disorder Education/Prevention,Service,,,
RX-8250.1700,Drug Use Disorder Education/Prevention,Service,,,
RX-8250.0500,Alcohol Use Disorder Education/Prevention,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PS-9800.8500,Scouting Programs,Service,,,
RP-1500.1400-150,Child Abuse Hotlines,Service,,,
HH-4500.2000,Family Literacy Programs,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
TJ-3000,Information and Referral,Service,,,
FL-8200,Sheriff,Organization/Facility Type,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
PH-1250.1800,Extended Child Care,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
BH-8400.6000-280,Group Residences for Adults With Disabilities,Organization/Facility Type,,,
LR-3200,Independent Living Skills Instruction,Service,,,
ND-9000,Vocational Rehabilitation,Service,,,
ND-6500.8120,Supported Employment,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
ND-9000,Vocational Rehabilitation,Service,,,
ND-6500.8120,Supported Employment,Service,,,
ND-2000.1500-160,Career Counseling,Service,,,
HH-9000,Vocational Education,Service,,,
FP-0500.7800,Self Advocacy Support,Modality/Delivery Format,,,
BH-8400.6000-060,Assisted Living Facilities,Organization/Facility Type,,,
RM-7000.0500,Adult Residential Treatment Facilities,Organization/Facility Type,,,
LJ-5000.6600,Prenatal Care,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
LJ-5000.6600,Prenatal Care,Service,,,
PN-8100.6500-650,Parent Support Groups,Organization/Facility Type,,,
PN-8100.3000,Health/Disability Related Support Groups,Organization/Facility Type,,,
PN-8100.3000,Health/Disability Related Support Groups,Organization/Facility Type,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
BD-1800.8200-250,Formula/Baby Food,Service,,,
BM-6500.1500-100,Baby Clothing,Service,,,
BM-6500.1500-500,Maternity Clothing,Service,,,
LJ-2000.6500,Pregnancy Counseling,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
NL-5000.5000,Medicaid,Named Programs,,,
NL-6000.2000,Food Stamps/SNAP,Named Programs,,,
NL-6000.9500,WIC,Named Programs,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
TI-1800.1500-100,Baby Clothing/Diaper Donation Programs,Service,,,
HL-2500.1500,College/University Entrance Support,Service,,,
HL-2500.2900,Higher Education Awareness/Support Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
FL-2000,Federal Bureau of Investigation,Named Programs,,,
BM-6500.1500-120,Children's Clothing,Service,,,
BM-6500.1500-800,School Clothing,Service,,,
TI-1800.1500-250,General Clothing Donation Programs,Service,,,
LH-6700.6300,Prescription Drug Patient Assistance Programs,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
LR-8000.0500-800,Sign Language Instruction,Service,,,
PN-8100.6500-650,Parent Support Groups,Organization/Facility Type,,,
PL-6400.1500-820,Summer Camps,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
LR-6400.1500,Cane Skills Instruction,Service,,,
LH-0600.5000-100,Blind Mobility Aids,Service,,,
LH-5100.1750,Eye Care Expense Assistance,Service,,,
RX-8450.3300-300,Inpatient Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.3300-350,Inpatient Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.8100-050,Alcohol Use Disorder Day Treatment,Service,,,
RX-8450.8100-180,Drug Use Disorder Day Treatment,Service,,,
LH-3000,Health Insurance/Dental Coverage,Service,,,
T,Organizational/Community/International Services,Service,,,
TD-1600,Community Action/Social Advocacy Groups,Organization/Facility Type,,,
TN,Occupational/Professional Associations,Organization/Facility Type,,,
LH-3500.2500,General Health Insurance Information/Counseling,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TQ-1500,Community Involvement Programs,Service,,,
RP-5000.1500,Clinical Psychiatric Evaluation,Service,,,
PH-6200.8300,Social Skills Training,Service,,,
DM-2000,Financial Management Workshops,Service,,,
RM-6500.1500,Community Mental Health Agencies,Organization/Facility Type,,,
TJ-3000,Information and Referral,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
PL-6400.1500-820,Summer Camps,Service,,,
PN-8100.1000-100,Bereaved Parent Support Groups,Organization/Facility Type,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PN-8100.1000-800,Suicide Survivors Support Groups,Organization/Facility Type,,,
DM-1980,Financial Assessment Tools,Service,,,
DM-2000,Financial Management Workshops,Service,,,
DM-6500,Personal Financial Counseling,Service,,,
ND-2000.3500,Job Training Formats,Modality/Delivery Format,,,
ND-6500,Training and Employment Programs,Service,,,
TP-2100,Financial Management Support,Service,,,
RP-1400.8000-100,Bereavement Counseling,Service,,,
BD-5000.8300,Soup Kitchens,Organization/Facility Type,,,
BH-1800,Emergency Shelter,Service,,,
BM-6500.1500-050,Adapted Clothing,Service,,,
ND-3500.3600,Job Search/Placement,Service,,,
RX-8450.7000-700,Residential Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.7000-750,Residential Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
BH-8600,Transitional Housing/Shelter,Service,,,
FT-3200,General Legal Aid,Service,,,
FN-1500.1900-800,Spouse/Intimate Partner Abuse Prevention,Service,,,
FN-1500.9100-180,Domestic Violence Intervention Programs,Service,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
PH-6500.0500-050,Adult Protective Intervention/Investigation,Service,,,
PH-6500.0500-180,Elder/Dependent Adult Abuse Reporting,Service,,,
PH-6500.0500-050,Adult Protective Intervention/Investigation,Service,,,
PH-6500.0500-180,Elder/Dependent Adult Abuse Reporting,Service,,,
PH-6500.1500-140,Child Abuse Reporting/Emergency Response,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
BM-6500.6500-150,Bathing Facilities,"Public or private organizations that provide showers, baths or o",,,
PH-1000,Case/Care Management,Service,,,
PH-6100,Parenting Education,Service,,,
TQ-1500,Community Involvement Programs,Service,,,
LJ-5000.1500-650,Prepared Childbirth,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
LJ-5000.1500-150,Cesarean Birthing Classes,Service,,,
LJ-5000.6600,Prenatal Care,Service,,,
LH-2700.2000-330,Infant/Child CPR Instruction,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
RP-1400.8000-650,Parent Counseling,Service,,,
LF-5280.8900,Urine Tests,Service,,,
BT-8300,Transportation Expense Assistance,Service,,,
BH-0500,At Risk/Homeless Housing Related Assistance Programs,Service,,,
PH-1000.8500,Transitional Case/Care Management,Service,,,
FT-1000.9000,Veteran Benefits Assistance,Service,,,
TM-5200,Military Transition Assistance Programs,Service,,,
FT-3200,General Legal Aid,Service,,,
PH-2400.1500,Child Care Provider Referrals,Service,,,
